源代码,Source Code,2011,8.5,714615,['邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。'],https://movie.douban.com/subject/3075287/
青蛇,Green Snake,1993,8.6,452118,['人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。'],https://movie.douban.com/subject/1303394/
东京教父,東京ゴッドファーザーズ,2003,9.0,168607,[],https://movie.douban.com/subject/1310177/
新龙门客栈,新龍門客棧,1992,8.6,384607,['嬉笑怒骂，调风动月。'],https://movie.douban.com/subject/1292287/
疯狂的麦克斯4：狂暴之路,Mad Max: Fury Road,2015,8.6,456099,['“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~'],https://movie.douban.com/subject/3592854/
魂断蓝桥,Waterloo Bridge,1940,8.8,241336,['中国式内在的美国电影。'],https://movie.douban.com/subject/1293964/
波西米亚狂想曲,Bohemian Rhapsody,2018,8.7,508697,[],https://movie.douban.com/subject/5300054/
无耻混蛋,Inglourious Basterds,2009,8.6,413174,['昆汀同学越来越变态了，比北野武还杜琪峰。'],https://movie.douban.com/subject/1438652/
步履不停,歩いても 歩いても,2008,8.8,237112,['日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。'],https://movie.douban.com/subject/2222996/
血钻,Blood Diamond,2006,8.7,322350,['每个美丽事物背后都是滴血的现实。'],https://movie.douban.com/subject/1428175/
茶馆,The Teahouse,1982,9.5,85297,[],https://movie.douban.com/subject/1461403/
彗星来的那一夜,Coherence,2013,8.5,469060,['小成本大魅力。'],https://movie.douban.com/subject/25807345/
千钧一发,Gattaca,1997,8.8,239860,['一部能引人思考的科幻励志片。'],https://movie.douban.com/subject/1300117/
战争之王,Lord of War,2005,8.7,311939,['做一颗让别人需要你的棋子。'],https://movie.douban.com/subject/1419936/
燃情岁月,Legends of the Fall,1994,8.8,253681,['传奇，不是每个人都可以拥有。'],https://movie.douban.com/subject/1295865/
黑客帝国2：重装上阵,The Matrix Reloaded,2003,8.6,342983,['一个精彩的世界观正在缓缓建立。'],https://movie.douban.com/subject/1304141/
谍影重重2,The Bourne Supremacy,2004,8.7,309376,['谁说王家卫镜头很晃？'],https://movie.douban.com/subject/1308767/
崖上的波妞,崖の上のポニョ,2008,8.6,407885,[],https://movie.douban.com/subject/1959877/
背靠背，脸对脸,"背对背，脸对脸  /  Back to Back, Face to Face",1994,9.5,86986,[],https://movie.douban.com/subject/1307856/
海洋,Océans,2009,9.1,144570,['大海啊，不全是水。'],https://movie.douban.com/subject/3443389/
小丑,Joker,2019,8.7,868127,[],https://movie.douban.com/subject/27119724/
阿飞正传,阿飛正傳,1990,8.5,436963,['王家卫是一种风格，张国荣是一个代表。'],https://movie.douban.com/subject/1305690/
穿越时空的少女,時をかける少女,2006,8.6,339731,['爱上未来的你。 '],https://movie.douban.com/subject/1937946/
谍影重重,The Bourne Identity,2002,8.6,370876,['哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。'],https://movie.douban.com/subject/1304102/
地球上的星星,Taare Zameen Par,2007,8.9,181460,['天使保护事件始末。'],https://movie.douban.com/subject/2363506/
香水,Perfume: The Story of a Murderer,2006,8.5,486387,['一个单凭体香达到高潮的男人。'],https://movie.douban.com/subject/1760622/
再次出发之纽约遇见你,Begin Again,2013,8.6,372006,['爱我就给我看你的播放列表。'],https://movie.douban.com/subject/6874403/
完美陌生人,Perfetti sconosciuti,2016,8.5,470094,['来啊，互相伤害啊！'],https://movie.douban.com/subject/26614893/
我爱你,그대를 사랑합니다,2011,9.1,144314,['你要相信，这世上真的有爱存在，不管在什么年纪 '],https://movie.douban.com/subject/5908478/
爱乐之城,La La Land,2016,8.4,732537,[],https://movie.douban.com/subject/25934014/
朗读者,The Reader,2008,8.6,411149,['当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 '],https://movie.douban.com/subject/2213597/
火星救援,The Martian,2015,8.5,611600,[],https://movie.douban.com/subject/25864085/
聚焦,Spotlight,2015,8.8,244335,['新闻人的理性求真。'],https://movie.douban.com/subject/25954475/
小萝莉的猴神大叔,Bajrangi Bhaijaan,2015,8.4,433889,['宝莱坞的萝莉与大叔。'],https://movie.douban.com/subject/26393561/
驴得水,Mr. Donkey,2016,8.3,806880,['过去的如果就让它过去了，未来只会越来越糟！'],https://movie.douban.com/subject/25921812/
浪潮,Die Welle,2008,8.7,239623,['世界离独裁只有五天。'],https://movie.douban.com/subject/2297265/
猜火车,Trainspotting,1996,8.6,376012,['不可猜的青春迷笛。 '],https://movie.douban.com/subject/1292528/
千年女优,千年女優,2001,8.8,207515,['爱情是一场没有尽头的虚幻追逐。'],https://movie.douban.com/subject/1307394/
